case_id,arch,anchored,pose,noise,seed,gt_x,gt_y,pred_x,pred_y,err_px,success_1px,wall_ms,error
dram_anchored_pose-large_0025,dram,anchored,large,none,20260832,546.4791950302235,512.5803248045311,546.5,512.5,0.0829754240143115,1,167.80991699488368,
dram_anchored_pose-large_0026,dram,anchored,large,none,20260833,483.25121256729466,83.58333270855138,483.5,83.5,0.2623728777648797,1,174.95487499400042,
dram_unanchored_pose-none_0027,dram,unanchored,none,none,20260834,223.30813925883498,85.44037535669823,292.5,535.5,455.3473172501343,0,149.1839170048479,
dram_unanchored_pose-none_0028,dram,unanchored,none,none,20260835,134.45190713980924,145.84361137703903,809.5,759.5,912.2850930339458,0,157.08704199641943,
dram_unanchored_pose-none_0029,dram,unanchored,none,none,20260836,693.8766380383479,807.4081672831171,522.5,807.5,171.3766626427729,0,154.67458400235046,
dram_unanchored_pose-none_0030,dram,unanchored,none,none,20260837,424.8467064330548,745.2831472274695,657.5,706.5,235.8637053817623,0,139.62295900273602,
dram_unanchored_pose-none_0031,dram,unanchored,none,none,20260838,665.9131031939582,666.7201052108293,515.5,403.5,303.1648485554293,0,140.81208399147727,
dram_unanchored_pose-none_0032,dram,unanchored,none,none,20260839,570.7530609392039,476.04151324436907,862.5,748.5,399.186552198984,0,140.09458299551625,
dram_unanchored_pose-none_0033,dram,unanchored,none,none,20260840,458.57515523793955,254.50781532554143,98.5,671.5,550.94155724469,0,157.3157090024324,
dram_unanchored_pose-none_0034,dram,unanchored,none,none,20260841,329.5315517240419,885.77619103657,536.5,202.5,713.9343750087968,0,149.3656669917982,
dram_unanchored_pose-none_0035,dram,unanchored,none,none,20260842,610.2847123304599,661.5830794084425,945.5,49.5,697.8645894337197,0,153.06004200829193,
dram_unanchored_pose-small_0036,dram,unanchored,small,none,20260843,135.79748447778692,673.6411714540867,538.5,427.5,471.9690586179441,0,167.3615420004353,
dram_unanchored_pose-small_0037,dram,unanchored,small,none,20260844,547.6301665186736,438.90449098307107,534.5,815.5,376.8243339867104,0,175.95379101112485,
dram_unanchored_pose-small_0038,dram,unanchored,small,none,20260845,806.503308085577,398.7167938292946,767.5,837.5,440.5132915804723,0,176.11508299887646,
dram_unanchored_pose-small_0039,dram,unanchored,small,none,20260846,111.03808871571891,493.9181990839855,718.5,266.5,648.636270135856,0,172.32708301162347,
dram_unanchored_pose-small_0040,dram,unanchored,small,none,20260847,284.3758118511194,103.75600264240674,456.5,118.5,172.7545125430649,0,174.65470799652394,
dram_unanchored_pose-small_0041,dram,unanchored,small,none,20260848,700.8851983400242,612.4152746077232,770.5,396.5,226.86036766938,0,172.44579098769464,
dram_unanchored_pose-small_0042,dram,unanchored,small,none,20260849,811.3424628322523,639.9793228231513,768.5,86.5,555.1349722493684,0,171.45420800079592,
dram_unanchored_pose-small_0043,dram,unanchored,small,none,20260850,908.4841837538216,828.8418916410936,672.5,477.5,423.2371200685255,0,172.9681669967249,
dram_unanchored_pose-small_0044,dram,unanchored,small,none,20260851,723.339317017613,790.725731586064,142.5,867.5,585.8912872572712,0,176.21433400199749,
dram_unanchored_pose-large_0045,dram,unanchored,large,none,20260852,190.5896443113778,524.7842440036466,938.5,105.5,857.4200705698408,0,173.79720900498796,
dram_unanchored_pose-large_0046,dram,unanchored,large,none,20260853,726.9179733794075,597.7803465027839,207.5,561.5,520.6834879386257,0,173.19095900165848,
dram_unanchored_pose-large_0047,dram,unanchored,large,none,20260854,338.4851735780966,255.92931492873902,805.5,904.5,799.2163547073379,0,175.57587500778027,
dram_unanchored_pose-large_0048,dram,unanchored,large,none,20260855,465.2676061863487,610.2377236753262,265.5,224.5,434.396924422407,0,166.04858300706837,
dram_unanchored_pose-large_0049,dram,unanchored,large,none,20260856,516.6283203011997,484.4443674071232,403.5,736.5,276.27895101865096,0,173.55141699954402,
dram_unanchored_pose-large_0050,dram,unanchored,large,none,20260857,695.9550925541892,757.5270563459624,295.5,761.5,400.4747999985297,0,176.7309159913566,
dram_unanchored_pose-large_0051,dram,unanchored,large,none,20260858,693.9323445696691,621.8323058660986,656.5,255.5,368.2397842997892,0,173.75704100413714,
dram_unanchored_pose-large_0052,dram,unanchored,large,none,20260859,587.964568110171,349.1516998264477,99.5,223.5,504.36691403018455,0,172.63775000174064,
dram_unanchored_pose-large_0053,dram,unanchored,large,none,20260860,384.4520308972816,110.9898522503488,478.5,215.5,140.59655570105477,0,173.90420800074935,
finfet_anchored_pose-none_0054,finfet,anchored,none,none,20260861,440.3445542093125,788.4638598696087,440.5,788.5,0.1595916754319228,1,149.84454099612776,
finfet_anchored_pose-none_0055,finfet,anchored,none,none,20260862,298.12432671205994,796.5199793693288,298.5,796.5,0.3762041925211243,1,120.9450000023935,
finfet_anchored_pose-none_0056,finfet,anchored,none,none,20260863,668.7892698007548,850.9803474481276,668.5,850.5,0.5607233618741742,1,148.3041659957962,
finfet_anchored_pose-none_0057,finfet,anchored,none,none,20260864,492.4451689459551,615.9850032513409,492.5,615.5,0.48809281729905624,1,147.64916700369213,
finfet_anchored_pose-none_0058,finfet,anchored,none,none,20260865,731.783087267738,295.8470216415252,731.5,295.5,0.4478419596712691,1,130.49937500909436,
finfet_anchored_pose-none_0059,finfet,anchored,none,none,20260866,886.1489527146338,742.2263007644481,886.5,742.5,0.44513533684118356,1,137.56075000856072,
finfet_anchored_pose-none_0060,finfet,anchored,none,none,20260867,259.5622195003885,393.1754048338495,259.5,393.5,0.33050459621142164,1,124.54474999685772,
finfet_anchored_pose-none_0061,finfet,anchored,none,none,20260868,319.49246776214,669.1802573386767,319.5,669.5,0.3198313681884241,1,122.6316670072265,
finfet_anchored_pose-none_0062,finfet,anchored,none,none,20260869,635.3667032087445,310.87934398613606,635.5,310.5,0.4020819498269027,1,129.4707089982694,
finfet_anchored_pose-small_0063,finfet,anchored,small,none,20260870,311.4869294700923,577.3470589684241,311.5,578.5,1.1530151174392078,0,173.43174999405164,
finfet_anchored_pose-small_0064,finfet,anchored,small,none,20260871,189.61417852957393,96.61267411983856,189.5,96.5,0.16041257399923364,1,174.29620800248813,
finfet_anchored_pose-small_0065,finfet,anchored,small,none,20260872,109.44572991853809,608.2035260643584,107.5,609.5,2.3380995662487045,0,174.76908401295077,
finfet_anchored_pose-small_0066,finfet,anchored,small,none,20260873,275.4816337830416,635.2463063172954,275.5,634.5,0.7465322746944137,1,173.00054099177942,
finfet_anchored_pose-small_0067,finfet,anchored,small,none,20260874,841.6858230833438,872.1401009233831,841.5,872.5,0.40504020004576174,1,165.9692920075031,
finfet_anchored_pose-small_0068,finfet,anchored,small,none,20260875,889.9008326186091,895.8472050721967,890.5,894.5,1.4744365220230549,0,173.74495799595024,
finfet_anchored_pose-small_0069,finfet,anchored,small,none,20260876,744.0090028796193,609.3335168124173,743.5,608.5,0.9766443610870076,1,172.93224998866208,
finfet_anchored_pose-small_0070,finfet,anchored,small,none,20260877,315.4283729921525,605.3700201864144,315.5,604.5,0.8729636607681736,1,177.11299999791663,
finfet_anchored_pose-small_0071,finfet,anchored,small,none,20260878,642.63540379078,200.48637067651526,642.5,198.5,1.990980324131127,0,170.18724999797996,
finfet_anchored_pose-large_0072,finfet,anchored,large,none,20260879,611.4570519235917,332.59931164337826,607.5,330.5,4.4794385029850075,0,174.0811659983592,
finfet_anchored_pose-large_0073,finfet,anchored,large,none,20260880,474.0562323511227,870.1830398166439,477.5,866.5,5.042253257268887,0,171.41966700728517,
finfet_anchored_pose-large_0074,finfet,anchored,large,none,20260881,112.27851403645602,520.1049094199726,112.5,520.5,0.4529377423812052,1,163.74679098953493,
finfet_anchored_pose-large_0075,finfet,anchored,large,none,20260882,456.00474213337066,342.52256504134317,458.5,524.5,181.99454152790724,0,170.45449999568518,
finfet_anchored_pose-large_0076,finfet,anchored,large,none,20260883,638.2700100790312,340.95883567960925,638.5,341.5,0.5880086610001801,1,171.2491670041345,
finfet_anchored_pose-large_0077,finfet,anchored,large,none,20260884,797.688472655356,127.79975552522878,797.5,127.5,0.35408377076918357,1,169.23204199702013,
finfet_anchored_pose-large_0078,finfet,anchored,large,none,20260885,175.91665666819347,294.08338826409107,175.5,292.5,1.6372908031291857,0,169.87599999993108,
finfet_anchored_pose-large_0079,finfet,anchored,large,none,20260886,178.0854054174877,519.9734448191341,178.5,521.5,1.5818531499722313,0,168.60854100377765,
finfet_anchored_pose-large_0080,finfet,anchored,large,none,20260887,557.2973264467571,605.4642698094735,557.5,605.5,0.20579896914018128,1,171.0373329988215,
finfet_unanchored_pose-none_0081,finfet,unanchored,none,none,20260888,511.66084701100266,716.7068403912086,299.5,431.5,355.46471950161583,0,127.50808299460914,
finfet_unanchored_pose-none_0082,finfet,unanchored,none,none,20260889,168.7632294779334,116.0564976239753,914.5,585.5,881.1926763380129,0,114.8263329960173,
finfet_unanchored_pose-none_0083,finfet,unanchored,none,none,20260890,605.042449201066,690.623455605982,421.5,468.5,288.1434715364354,0,123.3379170007538,
finfet_unanchored_pose-none_0084,finfet,unanchored,none,none,20260891,818.8522153306504,140.52431657922452,97.5,140.5,721.352215740503,0,117.7049160032766,
finfet_unanchored_pose-none_0085,finfet,unanchored,none,none,20260892,792.033248003639,126.77536301628662,472.5,437.5,445.7031485287214,0,132.0114160043886,
finfet_unanchored_pose-none_0086,finfet,unanchored,none,none,20260893,145.2531245943901,235.25640417332895,207.5,413.5,188.80003429815153,0,118.12220800493378,
finfet_unanchored_pose-none_0087,finfet,unanchored,none,none,20260894,408.813358591022,343.3187992443819,668.5,304.5,262.5719918442383,0,116.90766699030064,
finfet_unanchored_pose-none_0088,finfet,unanchored,none,none,20260895,692.8333747862794,709.2566361741763,202.5,786.5,496.38025311693303,0,126.43262499477714,
finfet_unanchored_pose-none_0089,finfet,unanchored,none,none,20260896,143.42778693787952,818.7512521083663,806.5,861.5,664.4488055383955,0,122.32645800395403,
finfet_unanchored_pose-small_0090,finfet,unanchored,small,none,20260897,177.37657454266233,579.4661304914238,107.5,147.5,437.5813907852458,0,165.31879200192634,
finfet_unanchored_pose-small_0091,finfet,unanchored,small,none,20260898,292.52405759392695,637.0670929008807,52.5,228.5,473.85505972325507,0,160.66816699458286,
finfet_unanchored_pose-small_0092,finfet,unanchored,small,none,20260899,501.70085167411725,685.9543345348617,272.5,602.5,243.9214143137033,0,161.7389579914743,
finfet_unanchored_pose-small_0093,finfet,unanchored,small,none,20260900,629.3361479910936,540.3943261966178,730.5,334.5,229.4048790092294,0,160.77420899819117,
finfet_unanchored_pose-small_0094,finfet,unanchored,small,none,20260901,192.47475818454905,82.9893236094236,208.5,777.5,694.6955361852699,0,158.8710830110358,
finfet_unanchored_pose-small_0095,finfet,unanchored,small,none,20260902,769.2993216681024,517.1907898871896,467.5,946.5,524.775407624073,0,172.25608399894554,
finfet_unanchored_pose-small_0096,finfet,unanchored,small,none,20260903,650.183966123676,378.75834706091297,809.5,344.5,162.95776444658287,0,169.04300000169314,
finfet_unanchored_pose-small_0097,finfet,unanchored,small,none,20260904,652.0929408103767,607.2773866673987,867.5,893.5,358.2228154817413,0,159.92187499068677,
finfet_unanchored_pose-small_0098,finfet,unanchored,small,none,20260905,330.83415263186197,462.2030636766198,297.5,551.5,95.31583587435031,0,163.04516700620297,
finfet_unanchored_pose-large_0099,finfet,unanchored,large,none,20260906,295.97192337385474,873.7959582816245,888.5,737.5,608.0017350585321,0,165.2006250078557,
finfet_unanchored_pose-large_0100,finfet,unanchored,large,none,20260907,404.2122862439806,406.454331618172,705.5,870.5,553.2744967954574,0,160.15191699261777,
finfet_unanchored_pose-large_0101,finfet,unanchored,large,none,20260908,423.3937946291411,262.1608039174757,181.5,498.5,338.18459971592284,0,170.03920899878722,
finfet_unanchored_pose-large_0102,finfet,unanchored,large,none,20260909,719.9869881200983,194.239715113287,682.5,718.5,525.5988209535993,0,175.62974999600556,
finfet_unanchored_pose-large_0103,finfet,unanchored,large,none,20260910,84.73565577336556,349.1366048068561,518.5,928.5,723.7495768648776,0,175.18091599049512,
finfet_unanchored_pose-large_0104,finfet,unanchored,large,none,20260911,691.7249692875209,542.939411131496,852.5,116.5,455.7402570179374,0,157.62374999758322,
finfet_unanchored_pose-large_0105,finfet,unanchored,large,none,20260912,111.4986524129138,98.61028040453341,65.5,282.5,189.55554594024252,0,167.56212500331458,
finfet_unanchored_pose-large_0106,finfet,unanchored,large,none,20260913,248.4988814270499,579.2377520379305,775.5,701.5,540.9974456999581,0,172.05200000898913,
finfet_unanchored_pose-large_0107,finfet,unanchored,large,none,20260914,613.131992058765,581.2666006447517,418.5,836.5,320.9761680860416,0,174.5301670016488,
