case_id,arch,anchored,pose,noise,seed,gt_x,gt_y,pred_x,pred_y,err_px,success_1px,wall_ms,error
dram_anchored_pose-small_0048,dram,anchored,small,high,20260855,465.2562414914341,610.2737942699528,465.5,610.5,0.3325466024551834,1,94.58212499885121,
dram_anchored_pose-small_0049,dram,anchored,small,high,20260856,516.5999980082075,484.47086263791,516.5,484.5,0.10415655291453706,1,97.55683299954399,
dram_anchored_pose-small_0050,dram,anchored,small,high,20260857,696.6344904759969,758.419931058276,696.5,758.5,0.15652068094242444,1,100.24066700134426,
dram_anchored_pose-small_0051,dram,anchored,small,high,20260858,693.978183995131,621.8611031403026,693.5,621.5,0.5992123255873492,1,100.30866599845467,
dram_anchored_pose-small_0052,dram,anchored,small,high,20260859,587.9700272062198,349.1423381552984,336.5,794.5,511.44952981391674,0,99.77216600054817,
dram_anchored_pose-small_0053,dram,anchored,small,high,20260860,384.6346389113667,111.60463043374017,384.5,111.5,0.17051441029623227,1,98.8475419999304,
dram_anchored_pose-large_0054,dram,anchored,large,low,20260861,440.867595758302,785.9346928825228,440.5,785.5,0.5692842380020519,1,98.43858300155262,
dram_anchored_pose-large_0055,dram,anchored,large,low,20260862,297.4499597403164,797.5105062480358,297.5,797.5,0.051131290194874196,1,99.5182910010044,
dram_anchored_pose-large_0056,dram,anchored,large,low,20260863,669.421507838135,852.2950229976549,669.5,852.5,0.21949166490925376,1,101.22708299968508,
dram_anchored_pose-large_0057,dram,anchored,large,low,20260864,492.39571120461363,616.7442996868616,483.5,678.5,62.39311018856208,0,101.39691699987452,
dram_anchored_pose-large_0058,dram,anchored,large,low,20260865,732.1034290123812,295.56486679566314,732.5,295.5,0.4018410748051596,1,94.86691599886399,
dram_anchored_pose-large_0059,dram,anchored,large,low,20260866,885.7171437648049,741.9554325312993,885.5,742.5,0.5862637141771211,1,99.86362499876122,
dram_anchored_pose-large_0060,dram,anchored,large,low,20260867,260.2983510414417,393.5024622276527,260.5,393.5,0.20166399047091374,1,99.55375000026834,
dram_anchored_pose-large_0061,dram,anchored,large,low,20260868,319.52808765738564,669.1468726761681,254.5,653.5,66.88405496768901,0,99.51866699884704,
dram_anchored_pose-large_0062,dram,anchored,large,low,20260869,636.0699350692969,309.8968596111385,635.5,310.5,0.8298218555150598,1,99.873082999693,
dram_anchored_pose-large_0063,dram,anchored,large,medium,20260870,311.5032958479918,577.3403438308851,311.5,577.5,0.1596901842644985,1,101.33612500067102,
dram_anchored_pose-large_0064,dram,anchored,large,medium,20260871,188.69308264527194,95.41558849302875,236.5,71.5,53.45518421939717,0,101.21604199957801,
dram_anchored_pose-large_0065,dram,anchored,large,medium,20260872,109.66890153979473,608.14169610067,49.5,648.5,72.4505997638128,0,101.12141700119537,
dram_anchored_pose-large_0066,dram,anchored,large,medium,20260873,275.58056969576035,635.1867088911124,275.5,635.5,0.3234853857331656,1,99.68091699920478,
dram_anchored_pose-large_0067,dram,anchored,large,medium,20260874,841.5186320560837,871.9580082477297,841.5,871.5,0.45838707279148155,1,98.58112500114657,
dram_anchored_pose-large_0068,dram,anchored,large,medium,20260875,890.5881218953368,896.5449761886151,925.5,942.5,57.71224693511604,0,100.03949999918405,
dram_anchored_pose-large_0069,dram,anchored,large,medium,20260876,744.6453260792088,609.6186351991138,744.5,609.5,0.18760058573191327,1,97.88099999968836,
dram_anchored_pose-large_0070,dram,anchored,large,medium,20260877,315.0893429922634,605.5635688835313,314.5,605.5,0.592761474358296,1,101.76962500008813,
dram_anchored_pose-large_0071,dram,anchored,large,medium,20260878,642.6595424675035,200.43568296168164,644.5,199.5,2.0646516736981524,0,100.44891599864059,
dram_anchored_pose-large_0072,dram,anchored,large,high,20260879,611.4570519235917,332.59931164337826,611.5,332.5,0.10820046107877916,1,98.64100000049802,
dram_anchored_pose-large_0073,dram,anchored,large,high,20260880,474.0562323511227,870.1830398166439,487.5,833.5,39.06891729734119,0,100.27845799959323,
dram_anchored_pose-large_0074,dram,anchored,large,high,20260881,112.27851403645602,520.1049094199726,182.5,800.5,289.0544307086642,0,99.12083400013216,
dram_anchored_pose-large_0075,dram,anchored,large,high,20260882,456.00474213337066,342.52256504134317,455.5,342.5,0.5052462788486218,1,96.59041699887894,
dram_anchored_pose-large_0076,dram,anchored,large,high,20260883,638.2700100790312,340.95883567960925,638.5,340.5,0.5132499825910636,1,99.44499999983236,
dram_anchored_pose-large_0077,dram,anchored,large,high,20260884,797.688472655356,127.79975552522878,797.5,127.5,0.35408377076918357,1,98.39295799974934,
dram_anchored_pose-large_0078,dram,anchored,large,high,20260885,175.91665666819347,294.08338826409107,175.5,293.5,0.7168993275413739,1,98.68533299959381,
dram_anchored_pose-large_0079,dram,anchored,large,high,20260886,178.0854054174877,519.9734448191341,63.5,811.5,313.23720645911857,0,97.54987499945855,
dram_anchored_pose-large_0080,dram,anchored,large,high,20260887,557.2973264467571,605.4642698094735,557.5,605.5,0.20579896914018128,1,98.66262499963341,
dram_unanchored_pose-none_0081,dram,unanchored,none,low,20260888,511.66084701100266,716.7068403912086,406.5,581.5,171.28833419893274,0,86.19654099857144,
dram_unanchored_pose-none_0082,dram,unanchored,none,low,20260889,168.7632294779334,116.0564976239753,509.5,267.5,372.87622771869553,0,90.52058300039789,
dram_unanchored_pose-none_0083,dram,unanchored,none,low,20260890,605.042449201066,690.623455605982,690.5,844.5,176.01415824642223,0,89.383500000622,
dram_unanchored_pose-none_0084,dram,unanchored,none,low,20260891,818.8522153306504,140.52431657922452,387.5,442.5,526.5491876815538,0,87.65820799999346,
dram_unanchored_pose-none_0085,dram,unanchored,none,low,20260892,792.033248003639,126.77536301628662,343.5,608.5,658.210225111844,0,87.49587500096823,
dram_unanchored_pose-none_0086,dram,unanchored,none,low,20260893,145.2531245943901,235.25640417332895,345.5,435.5,283.1895280184369,0,85.39158299936389,
dram_unanchored_pose-none_0087,dram,unanchored,none,low,20260894,408.813358591022,343.3187992443819,770.5,428.5,371.58183962066227,0,90.56654200139747,
dram_unanchored_pose-none_0088,dram,unanchored,none,low,20260895,692.8333747862794,709.2566361741763,422.5,786.5,281.15239778182143,0,90.42279200002667,
dram_unanchored_pose-none_0089,dram,unanchored,none,low,20260896,143.42778693787952,818.7512521083663,49.5,161.5,663.9289401412345,0,91.29870799915807,
dram_unanchored_pose-none_0090,dram,unanchored,none,medium,20260897,176.19053097435793,579.758267656708,727.5,906.5,640.860585690859,0,91.50029199918208,
dram_unanchored_pose-none_0091,dram,unanchored,none,medium,20260898,293.38293214312614,636.4996852474435,831.5,429.5,576.5577580879648,0,89.01274999880116,
dram_unanchored_pose-none_0092,dram,unanchored,none,medium,20260899,501.6994415620071,685.8001667946323,838.5,559.5,359.70313912516224,0,89.45187500103202,
dram_unanchored_pose-none_0093,dram,unanchored,none,medium,20260900,629.100238395367,540.3206468014084,108.5,168.5,639.7462009305962,0,90.2650830012135,
dram_unanchored_pose-none_0094,dram,unanchored,none,medium,20260901,192.72850426223224,83.3334086115569,262.5,327.5,253.93972900618814,0,92.32024999982968,
dram_unanchored_pose-none_0095,dram,unanchored,none,medium,20260902,768.9617221174226,517.169239135016,831.5,329.5,197.81501337874812,0,91.69091699914134,
dram_unanchored_pose-none_0096,dram,unanchored,none,medium,20260903,650.4389301340232,378.5525177779853,455.5,508.5,234.28088828933184,0,89.68216600078449,
dram_unanchored_pose-none_0097,dram,unanchored,none,medium,20260904,651.5458252142881,606.8914836068054,863.5,783.5,275.88972483892434,0,86.21662500081584,
dram_unanchored_pose-none_0098,dram,unanchored,none,medium,20260905,331.56123969009116,462.3655176451306,115.5,619.5,267.1585762077493,0,91.18304199910199,
dram_unanchored_pose-none_0099,dram,unanchored,none,high,20260906,295.7968640407147,874.1166811559921,526.5,909.5,233.40076305330538,0,92.42512499986333,
dram_unanchored_pose-none_0100,dram,unanchored,none,high,20260907,404.2022208210335,406.4445017905228,780.5,505.5,389.11696228839725,0,86.78629099995305,
dram_unanchored_pose-none_0101,dram,unanchored,none,high,20260908,423.5814104413642,262.7432945099216,147.5,299.5,278.51750499704207,0,91.23620799982746,
dram_unanchored_pose-none_0102,dram,unanchored,none,high,20260909,720.1169260312367,194.05911419199282,188.5,607.5,673.461151144304,0,89.03912500136357,
dram_unanchored_pose-none_0103,dram,unanchored,none,high,20260910,87.43433256651984,350.11702017168216,275.5,893.5,575.0076156315693,0,91.79200000107812,
dram_unanchored_pose-none_0104,dram,unanchored,none,high,20260911,691.9673667274584,542.9936993307292,592.5,211.5,346.0951166076554,0,89.53445800034388,
dram_unanchored_pose-none_0105,dram,unanchored,none,high,20260912,114.12951775229085,101.32842361671179,301.5,663.5,592.5745344773181,0,91.5629170012835,
dram_unanchored_pose-none_0106,dram,unanchored,none,high,20260913,247.86881229578282,579.4362611414819,231.5,923.5,344.4528914282433,0,89.03604199986148,
dram_unanchored_pose-none_0107,dram,unanchored,none,high,20260914,613.2098214567837,581.3225081779976,92.5,648.5,525.0252694576241,0,88.15649999996822,
dram_unanchored_pose-small_0108,dram,unanchored,small,low,20260915,285.87752268532034,588.3774716520662,435.5,745.5,216.96629837887053,0,98.5720830012724,
dram_unanchored_pose-small_0109,dram,unanchored,small,low,20260916,221.35093499881472,639.8166384279037,49.5,194.5,477.3255202906034,0,99.21645900067233,
dram_unanchored_pose-small_0110,dram,unanchored,small,low,20260917,134.52321481222583,777.2756008172083,467.5,307.5,575.8147745561538,0,97.60033400016255,
dram_unanchored_pose-small_0111,dram,unanchored,small,low,20260918,897.7542274121029,903.1664855454311,695.5,902.5,202.25532553940053,0,100.12500000084401,
dram_unanchored_pose-small_0112,dram,unanchored,small,low,20260919,911.2610620030902,565.1305090834181,486.5,137.5,602.7352753016338,0,98.31033299997216,
dram_unanchored_pose-small_0113,dram,unanchored,small,low,20260920,851.5275420792397,735.9835877426102,365.5,780.5,488.061965963193,0,99.80183299921919,
dram_unanchored_pose-small_0114,dram,unanchored,small,low,20260921,560.2093676043079,911.0648353934271,784.5,720.5,294.31487266018934,0,99.17674999996962,
dram_unanchored_pose-small_0115,dram,unanchored,small,low,20260922,606.2960494921679,809.7142601747056,372.5,934.5,265.01334612032326,0,99.8143329998129,
dram_unanchored_pose-small_0116,dram,unanchored,small,low,20260923,331.7364823777355,914.3716617487833,918.5,587.5,671.6669627626958,0,99.81500000139931,
dram_unanchored_pose-small_0117,dram,unanchored,small,medium,20260924,115.26294833224934,606.6441742650118,250.5,937.5,357.4278074892422,0,99.09808399970643,
dram_unanchored_pose-small_0118,dram,unanchored,small,medium,20260925,508.73167506105744,354.41891168453924,642.5,276.5,154.8073691885291,0,98.70049999881303,
dram_unanchored_pose-small_0119,dram,unanchored,small,medium,20260926,898.6487968495994,326.2126616834731,575.5,224.5,338.7781138917925,0,100.130208000337,
dram_unanchored_pose-small_0120,dram,unanchored,small,medium,20260927,100.06184317177792,837.8899135588762,943.5,419.5,941.5083877276891,0,99.43224999915401,
dram_unanchored_pose-small_0121,dram,unanchored,small,medium,20260928,732.5581412007315,341.70648161564617,677.5,761.5,423.3887067341245,0,93.84958400005416,
dram_unanchored_pose-small_0122,dram,unanchored,small,medium,20260929,78.26287074809981,533.2919767995284,899.5,780.5,857.6375861613035,0,97.91104100077064,
dram_unanchored_pose-small_0123,dram,unanchored,small,medium,20260930,211.60542547514697,405.296491321445,175.5,145.5,262.2933827828583,0,95.81379199880757,
dram_unanchored_pose-small_0124,dram,unanchored,small,medium,20260931,175.2836063119479,269.8542574779711,875.5,399.5,712.1172772399146,0,95.07995800049684,
dram_unanchored_pose-small_0125,dram,unanchored,small,medium,20260932,690.2068776250529,565.9880490765531,714.5,51.5,515.0612666832188,0,100.03099999994447,
dram_unanchored_pose-small_0126,dram,unanchored,small,high,20260933,796.9183896433958,347.00696517169666,289.5,634.5,583.2029382839949,0,97.81979099898308,
dram_unanchored_pose-small_0127,dram,unanchored,small,high,20260934,274.30394506298785,349.99204447888866,766.5,839.5,694.172165254425,0,94.60429200044018,
dram_unanchored_pose-small_0128,dram,unanchored,small,high,20260935,673.5877859848301,886.9388590388442,595.5,555.5,340.5134646397752,0,96.54754199982563,
dram_unanchored_pose-small_0129,dram,unanchored,small,high,20260936,773.3124178625667,456.640285646837,95.5,771.5,747.372941396231,0,99.31104099996446,
dram_unanchored_pose-small_0130,dram,unanchored,small,high,20260937,210.2592610510008,326.9764359096142,551.5,376.5,344.8156396085792,0,98.04458399958094,
dram_unanchored_pose-small_0131,dram,unanchored,small,high,20260938,281.29881648045193,899.2085802240562,374.5,196.5,708.8623345403205,0,99.29025000019465,
dram_unanchored_pose-small_0132,dram,unanchored,small,high,20260939,519.1941440445112,598.1157002907307,583.5,214.5,388.96818458546943,0,98.42408300028183,
dram_unanchored_pose-small_0133,dram,unanchored,small,high,20260940,579.7556576917699,422.675888007172,615.5,62.5,361.9452006986732,0,95.920332998503,
dram_unanchored_pose-small_0134,dram,unanchored,small,high,20260941,315.92551013925294,801.4329522834616,596.5,250.5,618.2630203015457,0,96.89724999952887,
dram_unanchored_pose-large_0135,dram,unanchored,large,low,20260942,550.6844719229696,901.5591152151263,816.5,949.5,270.1040973417972,0,97.06287500011967,
dram_unanchored_pose-large_0136,dram,unanchored,large,low,20260943,599.37805699005,545.0475621525604,83.5,242.5,598.0511659116523,0,98.27854099967226,
dram_unanchored_pose-large_0137,dram,unanchored,large,low,20260944,487.67981727320364,877.2269536991357,88.5,179.5,803.8454008306225,0,99.8725839999679,
dram_unanchored_pose-large_0138,dram,unanchored,large,low,20260945,584.5216224332506,136.09616755344067,284.5,678.5,619.8507008790062,0,96.11508300076821,
dram_unanchored_pose-large_0139,dram,unanchored,large,low,20260946,197.73170472107776,887.6041102898503,503.5,617.5,407.9834320082738,0,98.50895800082071,
dram_unanchored_pose-large_0140,dram,unanchored,large,low,20260947,840.461259445937,779.7516583837908,492.5,648.5,371.8925058450331,0,101.1194170005183,
dram_unanchored_pose-large_0141,dram,unanchored,large,low,20260948,317.0750236611064,164.78502190205407,757.5,787.5,762.7241334392405,0,97.04224999950384,
dram_unanchored_pose-large_0142,dram,unanchored,large,low,20260949,903.6277797101542,838.6899725239753,253.5,904.5,653.4501432146525,0,97.24595899933774,
dram_unanchored_pose-large_0143,dram,unanchored,large,low,20260950,390.2597873969239,157.65257497249985,712.5,578.5,530.0484032338491,0,94.49074999974982,
dram_unanchored_pose-large_0144,dram,unanchored,large,medium,20260951,460.30045802916226,234.52356865680127,387.5,680.5,451.87928034251655,0,98.82179200030805,
dram_unanchored_pose-large_0145,dram,unanchored,large,medium,20260952,203.32886498608224,433.0616509531273,879.5,240.5,703.0557540080331,0,95.59216699926765,
dram_unanchored_pose-large_0146,dram,unanchored,large,medium,20260953,783.5072272818086,170.0707046377794,724.5,949.5,781.6596953536333,0,100.5124170005729,
dram_unanchored_pose-large_0147,dram,unanchored,large,medium,20260954,767.5549191053243,878.3436100998532,695.5,457.5,426.96751109323543,0,100.76920900064579,
dram_unanchored_pose-large_0148,dram,unanchored,large,medium,20260955,208.38199594577372,437.54354484039686,418.5,525.5,227.7847967533723,0,95.5218330000207,
dram_unanchored_pose-large_0149,dram,unanchored,large,medium,20260956,659.3021476431815,438.5101120537304,77.5,764.5,666.9056500326262,0,101.31237499990675,
dram_unanchored_pose-large_0150,dram,unanchored,large,medium,20260957,214.24385411243674,423.3155978743154,101.5,606.5,215.09928363960427,0,99.9788749995787,
dram_unanchored_pose-large_0151,dram,unanchored,large,medium,20260958,112.71828778892463,881.6213336254212,456.5,716.5,381.3802832725052,0,98.23708300064027,
dram_unanchored_pose-large_0152,dram,unanchored,large,medium,20260959,440.0676961332741,669.6884581920888,336.5,724.5,117.17752684587009,0,98.36304199961887,
dram_unanchored_pose-large_0153,dram,unanchored,large,high,20260960,568.8366204055503,347.95544866655973,212.5,369.5,356.98733133573313,0,100.59995899973728,
dram_unanchored_pose-large_0154,dram,unanchored,large,high,20260961,305.819457214335,453.91872603904636,795.5,93.5,608.0203056333503,0,98.18383299898414,
dram_unanchored_pose-large_0155,dram,unanchored,large,high,20260962,196.9252870267626,776.212463842222,364.5,563.5,270.79120499361034,0,100.30004200052645,
dram_unanchored_pose-large_0156,dram,unanchored,large,high,20260963,362.31099112759074,93.64724516221557,480.5,504.5,427.5144769198337,0,99.97445800036076,
dram_unanchored_pose-large_0157,dram,unanchored,large,high,20260964,101.97039169904741,665.4194629053095,949.5,65.5,1038.3688164228358,0,97.48845800095296,
dram_unanchored_pose-large_0158,dram,unanchored,large,high,20260965,362.1293214475191,509.2893255996131,625.5,106.5,481.2518624776276,0,96.92858400012483,
dram_unanchored_pose-large_0159,dram,unanchored,large,high,20260966,416.1653736242952,669.6292552943829,804.5,467.5,437.78992437951337,0,99.46241699981329,
dram_unanchored_pose-large_0160,dram,unanchored,large,high,20260967,381.7747040681378,426.44269334322115,307.5,553.5,147.17435523651594,0,96.4456669989886,
dram_unanchored_pose-large_0161,dram,unanchored,large,high,20260968,264.91968058414886,183.7408011799167,474.5,507.5,385.67334508243164,0,97.77504200064868,
finfet_anchored_pose-none_0162,finfet,anchored,none,low,20260969,332.11882866780456,271.1759645107349,332.5,271.5,0.5002904984015946,1,92.8288329996576,
finfet_anchored_pose-none_0163,finfet,anchored,none,low,20260970,410.25810813579454,833.7013979803629,410.5,833.5,0.31475835249132167,1,90.10791600121593,
finfet_anchored_pose-none_0164,finfet,anchored,none,low,20260971,804.2665390924888,831.0233282252316,804.5,831.5,0.5307729987450838,1,91.51141700021981,
finfet_anchored_pose-none_0165,finfet,anchored,none,low,20260972,466.26405856063934,533.4296036836707,466.5,533.5,0.24621942279257603,1,91.39637500084064,
finfet_anchored_pose-none_0166,finfet,anchored,none,low,20260973,704.4728893627434,157.21718414530818,704.5,157.5,0.28411229173958763,1,92.74333299981663,
finfet_anchored_pose-none_0167,finfet,anchored,none,low,20260974,891.8107397316909,269.786471156501,891.5,269.5,0.422640396032322,1,89.30462500029535,
finfet_anchored_pose-none_0168,finfet,anchored,none,low,20260975,481.9114491807674,269.07678253662664,481.5,269.5,0.5902571047080789,1,89.33925000019372,
finfet_anchored_pose-none_0169,finfet,anchored,none,low,20260976,376.4265687599748,911.1313333029236,376.5,911.5,0.37590860663842274,1,91.09416699902795,
finfet_anchored_pose-none_0170,finfet,anchored,none,low,20260977,251.1400247333072,328.2557152179731,251.5,328.5,0.43503706435255257,1,92.87733299970569,
finfet_anchored_pose-none_0171,finfet,anchored,none,medium,20260978,814.3867322034117,127.6903956781285,814.5,127.5,0.22154030783126738,1,90.65312500024447,
finfet_anchored_pose-none_0172,finfet,anchored,none,medium,20260979,599.8376609303036,432.77630920082976,599.5,432.5,0.43630457058881533,1,93.18454099957307,
finfet_anchored_pose-none_0173,finfet,anchored,none,medium,20260980,392.69830030175524,596.6396520439564,392.5,596.5,0.24254010608025217,1,92.21845899992331,
finfet_anchored_pose-none_0174,finfet,anchored,none,medium,20260981,503.14051916204056,354.11319843188215,503.5,354.5,0.5280548512782027,1,89.02337499966961,
finfet_anchored_pose-none_0175,finfet,anchored,none,medium,20260982,342.61854350943673,510.06188937129156,342.5,510.5,0.4538650533108763,1,91.93954200054577,
finfet_anchored_pose-none_0176,finfet,anchored,none,medium,20260983,627.5769757591028,414.03814070529575,627.5,414.5,0.46822993880588015,1,91.45058300055098,
finfet_anchored_pose-none_0177,finfet,anchored,none,medium,20260984,500.8743603834423,93.54191503341268,500.5,93.5,0.3766995709010804,1,92.07787499872211,
finfet_anchored_pose-none_0178,finfet,anchored,none,medium,20260985,105.50322646875156,118.63749011450454,105.5,118.5,0.13752796692701266,1,91.51470799952222,
finfet_anchored_pose-none_0179,finfet,anchored,none,medium,20260986,554.5699733441438,560.5464510550033,554.5,560.5,0.0839879122349861,1,97.1019590015203,
finfet_anchored_pose-none_0180,finfet,anchored,none,high,20260987,863.0120161059291,373.69115626446427,863.5,373.5,0.524088731339017,1,92.47633300037705,
finfet_anchored_pose-none_0181,finfet,anchored,none,high,20260988,864.0179955803608,589.5606649479756,864.5,589.5,0.4858070568287691,1,89.62333400086209,
finfet_anchored_pose-none_0182,finfet,anchored,none,high,20260989,623.3913578942297,82.57591623598634,623.5,82.5,0.13253822857023526,1,93.01491699989128,
finfet_anchored_pose-none_0183,finfet,anchored,none,high,20260990,882.823403732201,468.5053454162864,882.5,468.5,0.32344790535230433,1,90.9838329989725,
finfet_anchored_pose-none_0184,finfet,anchored,none,high,20260991,264.9040720367409,674.5256178875576,264.5,674.5,0.404883300518621,1,90.46945899899583,
finfet_anchored_pose-none_0185,finfet,anchored,none,high,20260992,198.01201325673446,483.4137227512912,198.5,483.5,0.49555506782563524,1,93.6109590002161,
